,expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes,Language,lang_ID,Unnamed: 8,register
242,saamaat... dai,weak,epistemic,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
243,saamaat... dai,strong,deontic,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
244,saamaat... dai,weak necessity,deontic,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
245,saamaat... dai,weak,deontic,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
246,saamaat... dai,strong,teleological,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
247,saamaat... dai,weak necessity,teleological,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
248,saamaat... dai,weak,teleological,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
249,saamaat... dai,strong ,circumstantial,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
250,saamaat... dai,weak,circumstantial,1,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
251,saamaat... dai,strong,bouletic,?,negative,yes,mai saamaat... dai,negation on modal verb,Thai,thai1261,,formal
252,Harm,strong,epistemic,0,negative,no (?),harm,,Thai,thai1261,,formal
253,Harm,weak necessity,epistemic,?,negative,no,harm,,Thai,thai1261,,formal
254,Harm,weak,epistemic,?,negative,no,harm,,Thai,thai1261,,formal
255,Harm,strong,deontic,?,negative,no,harm,,Thai,thai1261,,formal
256,Harm,weak necessity,deontic,?,negative,no,harm,,Thai,thai1261,,formal
257,Harm,weak,deontic,1,negative,no,harm,,Thai,thai1261,,formal
258,Harm,strong,teleological,?,negative,no,harm,,Thai,thai1261,,formal
259,Harm,weak necessity,teleological,?,negative,no,harm,,Thai,thai1261,,formal
260,Harm,weak,teleological,1,negative,no,harm,,Thai,thai1261,,formal
261,Harm,strong ,circumstantial,?,negative,no,harm,,Thai,thai1261,,formal
262,Harm,weak,circumstantial,0,negative,no,harm,,Thai,thai1261,,formal
263,Harm,strong,bouletic,?,negative,no,harm,,Thai,thai1261,,formal
264,Aat ca,strong,epistemic,1,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
265,Aat ca,weak necessity,epistemic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
266,Aat ca,weak,epistemic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
267,Aat ca,strong,deontic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
268,Aat ca,weak necessity,deontic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
269,Aat ca,weak,deontic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
270,Aat ca,strong,teleological,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
271,Aat ca,weak necessity,teleological,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
272,Aat ca,weak,teleological,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
273,Aat ca,strong ,circumstantial,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
274,Aat ca,weak,circumstantial,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
275,Aat ca,strong,bouletic,?,negative,yes,aat ca mai+v,negation on main verb,Thai,thai1261,,conversational
276,Aat ,strong,epistemic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
277,Aat ,weak necessity,epistemic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
278,Aat ,weak,epistemic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
279,Aat ,strong,deontic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
280,Aat ,weak necessity,deontic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
281,Aat ,weak,deontic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
282,Aat ,strong,teleological,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
283,Aat ,weak necessity,teleological,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
284,Aat ,weak,teleological,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
285,Aat ,strong ,circumstantial,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
286,Aat ,weak,circumstantial,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
287,Aat ,strong,bouletic,?,negative,yes,aat mai+V,negation on main verb,Thai,thai1261,,conversational
288,Jambpen,strong,epistemic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
289,Jambpen,weak necessity,epistemic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
290,Jambpen,weak,epistemic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
291,Jambpen,strong,deontic,1,negative,yes,Mai jambpen,,Thai,thai1261,,-
292,Jambpen,weak necessity,deontic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
293,Jambpen,weak,deontic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
294,Jambpen,strong,teleological,1,negative,yes,Mai jambpen,,Thai,thai1261,,-
295,Jambpen,weak necessity,teleological,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
296,Jambpen,weak,teleological,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
297,Jambpen,strong ,circumstantial,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
298,Jambpen,weak,circumstantial,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
299,Jambpen,strong,bouletic,?,negative,yes,Mai jambpen,,Thai,thai1261,,-
300,Jambpen dong,strong,epistemic,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
301,Jambpen dong,weak necessity,epistemic,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
302,Jambpen dong,weak,epistemic,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
303,Jambpen dong,strong,deontic,1,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
304,Jambpen dong,weak necessity,deontic,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
305,Jambpen dong,weak,deontic,0,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
306,Jambpen dong,strong,teleological,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
307,Jambpen dong,weak necessity,teleological,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
308,Jambpen dong,weak,teleological,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
309,Jambpen dong,strong ,circumstantial,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
310,Jambpen dong,weak,circumstantial,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
311,Jambpen dong,strong,bouletic,?,negative,yes,Mai jambpen dong,,Thai,thai1261,,-
312,Dong,strong,epistemic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
313,Dong,weak necessity,epistemic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
314,Dong,weak,epistemic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
315,Dong,strong,deontic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
316,Dong,weak necessity,deontic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
317,Dong,weak,deontic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
318,Dong,strong,teleological,1,negative,yes,Mai dong ,,Thai,thai1261,,-
319,Dong,weak necessity,teleological,?,negative,yes,Mai dong ,,Thai,thai1261,,-
320,Dong,weak,teleological,?,negative,yes,Mai dong ,,Thai,thai1261,,-
321,Dong,strong ,circumstantial,1,negative,yes,Mai dong ,,Thai,thai1261,,-
322,Dong,weak,circumstantial,?,negative,yes,Mai dong ,,Thai,thai1261,,-
323,Dong,strong,bouletic,?,negative,yes,Mai dong ,,Thai,thai1261,,-
324,Dong jambpen,strong,epistemic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
325,Dong jambpen,weak necessity,epistemic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
326,Dong jambpen,weak,epistemic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
327,Dong jambpen,strong,deontic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
328,Dong jambpen,weak necessity,deontic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
329,Dong jambpen,weak,deontic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
330,Dong jambpen,strong,teleological,1,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
331,Dong jambpen,weak necessity,teleological,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
332,Dong jambpen,weak,teleological,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
333,Dong jambpen,strong ,circumstantial,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
334,Dong jambpen,weak,circumstantial,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
335,Dong jambpen,strong,bouletic,?,negative,yes,Mai dong jambpen,,Thai,thai1261,,-
0,gwál,weak,epistemic,1,positive,no,gwál,,Tlingit,tlin1245,,
1,gwál,strong,epistemic,0,positive,no,gwál,,Tlingit,tlin1245,,
2,gwál,weak,circumstantial,0,positive,no,gwál,,Tlingit,tlin1245,,
3,gwál,strong,circumstantial,?,positive,no,gwál,,Tlingit,tlin1245,,
4,gwál,weak,deontic,0,positive,no,gwál,,Tlingit,tlin1245,,
5,gwál,strong,deontic,?,positive,no,gwál,,Tlingit,tlin1245,,
6,gwál,weak,epistemic,0,negative,yes,tlél gwál,"The correct way would be remove the dubiative, which suggests that Tlingit language does not allow direct expression of epistemic impossiblity (633)",Tlingit,tlin1245,,
7,gwál,strong,epistemic,?,negative,yes,tlél gwál,,Tlingit,tlin1245,,
8,gwál,weak,circumstantial,?,negative,yes,tlél gwál,,Tlingit,tlin1245,,
9,gwál,strong,circumstantial,?,negative,yes,tlél gwál,,Tlingit,tlin1245,,
10,gwál,weak,deontic,?,negative,yes,tlél gwál,,Tlingit,tlin1245,,
11,gwál,strong,deontic,?,negative,yes,tlél gwál,,Tlingit,tlin1245,,
12,giwe,weak,epistemic,1,positive,no,giwe,,Tlingit,tlin1245,,
13,giwe,strong,epistemic,0,positive,no,giwe,,Tlingit,tlin1245,,
14,giwe,weak,circumstantial,0,positive,no,giwe,,Tlingit,tlin1245,,
15,giwe,strong,circumstantial,?,positive,no,giwe,,Tlingit,tlin1245,,
16,giwe,weak,deontic,0,positive,no,giwe,,Tlingit,tlin1245,,
17,giwe,strong,deontic,?,positive,no,giwe,,Tlingit,tlin1245,,
18,shákdé,weak,epistemic,1,positive,no,shákdé,,Tlingit,tlin1245,,
19,shákdé,strong,epistemic,0,positive,no,shákdé,,Tlingit,tlin1245,,
20,shákdé,weak,circumstantial,0,positive,no,shákdé,,Tlingit,tlin1245,,
21,shákdé,strong,circumstantial,?,positive,no,shákdé,,Tlingit,tlin1245,,
22,shákdé,weak,deontic,0,positive,no,shákdé,,Tlingit,tlin1245,,
23,shákdé,strong,deontic,?,positive,no,shákdé,,Tlingit,tlin1245,,
24,future mode,weak,epistemic,?,positive,no,future mode,,Tlingit,tlin1245,,
25,future mode,strong,epistemic,0,positive,no,future mode,,Tlingit,tlin1245,,
26,future mode,weak,circumstantial,0,positive,no,future mode,,Tlingit,tlin1245,,
27,future mode,strong,circumstantial,1,positive,no,future mode,,Tlingit,tlin1245,,
28,future mode,weak,deontic,?,positive,no,future mode,,Tlingit,tlin1245,,
29,future mode,strong,deontic,0,positive,no,future mode,,Tlingit,tlin1245,,
30,future mode,weak,epistemic,?,negative,yes,tlél + future,,Tlingit,tlin1245,,
31,future mode,strong,epistemic,?,negative,yes,tlél + future,,Tlingit,tlin1245,,
32,future mode,weak,circumstantial,?,negative,yes,tlél + future,,Tlingit,tlin1245,,
33,future mode,strong,circumstantial,0,negative,yes,tlél + future,"the expression is actually negating the predicate, but the author argues logically it is equivalent to weak circumstantial, negation scopes below force",Tlingit,tlin1245,,
34,future mode,weak,deontic,?,negative,yes,tlél + future,,Tlingit,tlin1245,,
35,future mode,strong,deontic,?,negative,yes,tlél + future,,Tlingit,tlin1245,,
36,potential mode,weak,epistemic,0,positive,no,potential mode,,Tlingit,tlin1245,,
37,potential mode,strong,epistemic,?,positive,no,potential mode,,Tlingit,tlin1245,,
38,potential mode,weak,circumstantial,1,positive,no,potential mode,,Tlingit,tlin1245,,
39,potential mode,strong,circumstantial,0,positive,no,potential mode,,Tlingit,tlin1245,,
40,potential mode,weak,deontic,0,positive,no,potential mode,,Tlingit,tlin1245,,
41,potential mode,strong,deontic,?,positive,no,potential mode,,Tlingit,tlin1245,,
42,potential mode,weak,epistemic,0,negative,yes,tlél + potential ,"the expression here is negating the predicate, force >> negation",Tlingit,tlin1245,,
43,potential mode,strong,epistemic,?,negative,yes,tlél + potential ,,Tlingit,tlin1245,,
44,potential mode,weak,circumstantial,?,negative,yes,tlél + potential ,,Tlingit,tlin1245,,
45,potential mode,strong,circumstantial,?,negative,yes,tlél + potential ,,Tlingit,tlin1245,,
46,potential mode,weak,deontic,?,negative,yes,tlél + potential ,,Tlingit,tlin1245,,
47,potential mode,strong,deontic,?,negative,yes,tlél + potential ,,Tlingit,tlin1245,,
48,prohibitive mode,weak,epistemic,?,negative,no,prohibitive mode,,Tlingit,tlin1245,,
49,prohibitive mode,strong,epistemic,?,negative,no,prohibitive mode,,Tlingit,tlin1245,,
50,prohibitive mode,weak,circumstantial,?,negative,no,prohibitive mode,,Tlingit,tlin1245,,
51,prohibitive mode,strong,circumstantial,?,negative,no,prohibitive mode,,Tlingit,tlin1245,,
52,prohibitive mode,weak,deontic,1,negative,no,prohibitive mode,,Tlingit,tlin1245,,
53,prohibitive mode,strong,deontic,?,negative,no,prohibitive mode,,Tlingit,tlin1245,,
54,tlél aadé  .... yé,weak,epistemic,?,negative,yes,tlél aadé  .... yé,,Tlingit,tlin1245,,
55,tlél aadé  .... yé,strong,epistemic,?,negative,yes,tlél aadé  .... yé,,Tlingit,tlin1245,,
56,tlél aadé  .... yé,weak,circumstantial,1,negative,yes,tlél aadé  .... yé,,Tlingit,tlin1245,,
57,tlél aadé  .... yé,strong,circumstantial,?,negative,yes,tlél aadé  .... yé,,Tlingit,tlin1245,,
58,tlél aadé  .... yé,weak,deontic,0,negative,yes,tlél aadé  .... yé,"the author argues this construction is not acutally expressing deontic, this is purely circumstantial flavor, even though the expression appears in deontic impossiblity (658)",Tlingit,tlin1245,,
59,tlél aadé  .... yé,strong,deontic,?,negative,yes,tlél aadé  .... yé,,Tlingit,tlin1245,,
0,-yi,strong,intentional,1,,,,"p88 says the expresion with present tense indicates a promise that the speaker does not seriously intend to keep, but the literal translation is 'will'",Tundra-Nenets,nene1249,,
1,-yi,strong,bouletic,1,,,,p89 inidcates that the expression with past tense could indicate a strong wish about a future event,Tundra-Nenets,nene1249,,
2,-ya,strong,deontic,1,,,,p89 compares the suffix to -yi and translates the suffix to 'should/must',Tundra-Nenets,nene1249,,
3,-pc(')u,strong,deontic,1,,,,"p91 categorizes the word as 'necessitative', and means certainty or obligation",Tundra-Nenets,nene1249,,
4,-pc(')u,strong,epistemic,1,,,,(29b/c) has a more epistemic/circumstantial meaning,Tundra-Nenets,nene1249,,
5,-pc(')aqiə,weak,bouletic,1,,,,"categorized as 'potential' (92), translates to 'hope' in 32 when under second person",Tundra-Nenets,nene1249,,
6,-pc(')aqiə,weak,deontic,1,,,,examples in (31) translates to 'may' or 'try to',Tundra-Nenets,nene1249,,
7,-wed (various form depending on person),strong,epistemic,1,,,,translated to 'apparently' (93) and 'must have'(94) and indicates the speaker is certain the event takes place (with different evidentials),Tundra-Nenets,nene1249,,
8,-wanŋkə'ba,weak,epistemic,1,,,,categorized as 'dubitative' (99) and has 'variety of epistemic meaning of possiblity and uncertainty',Tundra-Nenets,nene1249,,
9,-wanŋkə'ba,strong,epistemic,1,,,,"even categorized as weak epistemic, the translation in 99 is 'must', and described as an instance is bound to occur(98)",Tundra-Nenets,nene1249,,
10,-n(')aqxiə/-meəqxiə,strong,epistemic,1,,,,"even though categorized as probabilitative, some translation in p100 translate to 'must', (put under notes)",Tundra-Nenets,nene1249,,
11,-n(')arəxə/-rəxa,weak,epistemic,1,,,,"categorized as approximative (101) and indicates a stronger possiblity than probabilitative because the speaker's evidence is stronger, translates to 'looks. like', 'seems to'",Tundra-Nenets,nene1249,,
12,-wnta,strong,future,1,,,,categorirzed as 'debitive' (105) and translates to 'about to' or 'going to',Tundra-Nenets,nene1249,,
13,-wnta,strong,deontic,1,,,,could also translate to 'must',Tundra-Nenets,nene1249,,
0,-ma-,strong,epistemic,1,positive,no,V-ma-...,Frequently ol-ma-... (be-MOD-...),Turkish,nucl1301,,
1,-ma-,weak necessity,epistemic,1,positive,no,V-ma-...,,Turkish,nucl1301,,
2,-ma-,weak,epistemic,?,positive,no,V-ma-...,,Turkish,nucl1301,,
3,-ma-,strong,deontic,?,positive,no,V-ma-...,,Turkish,nucl1301,,
4,-ma-,weak necessity,deontic,?,positive,no,V-ma-...,,Turkish,nucl1301,,
5,-ma-,weak,deontic,?,positive,no,V-ma-...,,Turkish,nucl1301,,
6,-ma-,strong,teleological,?,positive,no,V-ma-...,,Turkish,nucl1301,,
7,-ma-,weak necessity,teleological,1,positive,no,V-ma-...,,Turkish,nucl1301,,
8,-ma-,weak,teleological,?,positive,no,V-ma-...,,Turkish,nucl1301,,
9,-ma-,strong,circumstantial,?,positive,no,V-ma-...,,Turkish,nucl1301,,
10,-ma-,weak,circumstantial,?,positive,no,V-ma-...,,Turkish,nucl1301,,
11,-ma-,strong,bouletic,1,positive,no,V-ma-...,,Turkish,nucl1301,,
12,gerek,strong,epistemic,0,positive,no,gerek,,Turkish,nucl1301,,
13,gerek,weak necessity,epistemic,?,positive,no,gerek,,Turkish,nucl1301,,
14,gerek,weak,epistemic,?,positive,no,gerek,,Turkish,nucl1301,,
15,gerek,strong,deontic,1,positive,no,gerek,,Turkish,nucl1301,,
16,gerek,weak necessity,deontic,?,positive,no,gerek,,Turkish,nucl1301,,
17,gerek,weak,deontic,?,positive,no,gerek,,Turkish,nucl1301,,
18,gerek,strong,teleological,1,positive,no,gerek,,Turkish,nucl1301,,
19,gerek,weak necessity,teleological,?,positive,no,gerek,,Turkish,nucl1301,,
20,gerek,weak,teleological,?,positive,no,gerek,,Turkish,nucl1301,,
21,gerek,strong,circumstantial,1,positive,no,gerek,,Turkish,nucl1301,,
22,gerek,weak,circumstantial,?,positive,no,gerek,,Turkish,nucl1301,,
23,gerek,strong,bouletic,1,positive,no,gerek,,Turkish,nucl1301,,
24,şart,strong,epistemic,1,positive,no,şart,,Turkish,nucl1301,,
25,şart,weak necessity,epistemic,?,positive,no,şart,,Turkish,nucl1301,,
26,şart,weak,epistemic,?,positive,no,şart,,Turkish,nucl1301,,
27,şart,strong,deontic,?,positive,no,şart,,Turkish,nucl1301,,
28,şart,weak necessity,deontic,?,positive,no,şart,,Turkish,nucl1301,,
29,şart,weak,deontic,?,positive,no,şart,,Turkish,nucl1301,,
30,şart,strong,teleological,?,positive,no,şart,,Turkish,nucl1301,,
31,şart,weak necessity,teleological,?,positive,no,şart,,Turkish,nucl1301,,
32,şart,weak,teleological,?,positive,no,şart,,Turkish,nucl1301,,
33,şart,strong,circumstantial,?,positive,no,şart,,Turkish,nucl1301,,
34,şart,weak,circumstantial,?,positive,no,şart,,Turkish,nucl1301,,
35,şart,strong,bouletic,?,positive,no,şart,,Turkish,nucl1301,,
36,-dır,strong,epistemic,1,positive,no,-dır,Adjectival suffix,Turkish,nucl1301,,
37,-dır,weak necessity,epistemic,1,positive,no,-dır,,Turkish,nucl1301,,
38,-dır,weak,epistemic,?,positive,no,-dır,,Turkish,nucl1301,,
39,-dır,strong,deontic,?,positive,no,-dır,,Turkish,nucl1301,,
40,-dır,weak necessity,deontic,?,positive,no,-dır,,Turkish,nucl1301,,
41,-dır,weak,deontic,?,positive,no,-dır,,Turkish,nucl1301,,
42,-dır,strong,teleological,?,positive,no,-dır,,Turkish,nucl1301,,
43,-dır,weak necessity,teleological,?,positive,no,-dır,,Turkish,nucl1301,,
44,-dır,weak,teleological,?,positive,no,-dır,,Turkish,nucl1301,,
45,-dır,strong,circumstantial,?,positive,no,-dır,,Turkish,nucl1301,,
46,-dır,weak,circumstantial,?,positive,no,-dır,,Turkish,nucl1301,,
47,-dır,strong,bouletic,?,positive,no,-dır,,Turkish,nucl1301,,
48,lazım,strong,epistemic,0,positive,no,lazım,,Turkish,nucl1301,,
49,lazım,weak necessity,epistemic,?,positive,no,lazım,,Turkish,nucl1301,,
50,lazım,weak,epistemic,?,positive,no,lazım,,Turkish,nucl1301,,
51,lazım,strong,deontic,1,positive,no,lazım,,Turkish,nucl1301,,
52,lazım,weak necessity,deontic,?,positive,no,lazım,,Turkish,nucl1301,,
53,lazım,weak,deontic,?,positive,no,lazım,,Turkish,nucl1301,,
54,lazım,strong,teleological,1,positive,no,lazım,,Turkish,nucl1301,,
55,lazım,weak necessity,teleological,1,positive,no,lazım,"hedged with bence (""I think"")",Turkish,nucl1301,,
56,lazım,weak,teleological,?,positive,no,lazım,,Turkish,nucl1301,,
57,lazım,strong,circumstantial,1,positive,no,lazım,,Turkish,nucl1301,,
58,lazım,weak,circumstantial,?,positive,no,lazım,,Turkish,nucl1301,,
59,lazım,strong,bouletic,1,positive,no,lazım,,Turkish,nucl1301,,
60,iyi olabilir,strong,epistemic,?,positive,no,V + iyi olabilir,"""would be good if"" paraphrase",Turkish,nucl1301,,
61,iyi olabilir,weak necessity,epistemic,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
62,iyi olabilir,weak,epistemic,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
63,iyi olabilir,strong,deontic,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
64,iyi olabilir,weak necessity,deontic,1,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
65,iyi olabilir,weak,deontic,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
66,iyi olabilir,strong,teleological,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
67,iyi olabilir,weak necessity,teleological,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
68,iyi olabilir,weak,teleological,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
69,iyi olabilir,strong,circumstantial,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
70,iyi olabilir,weak,circumstantial,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
71,iyi olabilir,strong,bouletic,?,positive,no,V + iyi olabilir,,Turkish,nucl1301,,
72,-abil // -ebil,strong,epistemic,?,positive,no,V-_bil,"_ is either a or e, determined by vowel harmony",Turkish,nucl1301,,
73,-abil // -ebil,weak necessity,epistemic,?,positive,no,V-_bil,,Turkish,nucl1301,,
74,-abil // -ebil,weak,epistemic,1,positive,no,V-_bil,,Turkish,nucl1301,,
75,-abil // -ebil,strong,deontic,?,positive,no,V-_bil,,Turkish,nucl1301,,
76,-abil // -ebil,weak necessity,deontic,?,positive,no,V-_bil,,Turkish,nucl1301,,
77,-abil // -ebil,weak,deontic,1,positive,no,V-_bil,,Turkish,nucl1301,,
78,-abil // -ebil,strong,teleological,?,positive,no,V-_bil,,Turkish,nucl1301,,
79,-abil // -ebil,weak necessity,teleological,?,positive,no,V-_bil,,Turkish,nucl1301,,
80,-abil // -ebil,weak,teleological,1,positive,no,V-_bil,,Turkish,nucl1301,,
81,-abil // -ebil,strong,circumstantial,?,positive,no,V-_bil,,Turkish,nucl1301,,
82,-abil // -ebil,strong,circumstantial,1,negative,no,V-_bil,,Turkish,nucl1301,,
83,-abil // -ebil,weak,circumstantial,1,positive,no,V-_bil,,Turkish,nucl1301,,
84,-abil // -ebil,strong,bouletic,?,positive,no,V-_bil,,Turkish,nucl1301,,
85,mümkün,strong,epistemic,?,positive,no,clause + mümkün,paraphrase,Turkish,nucl1301,,
86,mümkün,weak necessity,epistemic,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
87,mümkün,weak,epistemic,1,positive,no,clause + mümkün,,Turkish,nucl1301,,
88,mümkün,strong,deontic,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
89,mümkün,weak necessity,deontic,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
90,mümkün,weak,deontic,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
91,mümkün,strong,teleological,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
92,mümkün,weak necessity,teleological,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
93,mümkün,weak,teleological,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
94,mümkün,strong,circumstantial,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
95,mümkün,strong,circumstantial,1,negative,no,clause + mümkün,,Turkish,nucl1301,,
96,mümkün,weak,circumstantial,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
97,mümkün,strong,bouletic,?,positive,no,clause + mümkün,,Turkish,nucl1301,,
98,şart,strong,epistemic,1,negative,below,şart değil,,Turkish,nucl1301,,
99,şart,weak necessity,epistemic,?,negative,below,şart değil,,Turkish,nucl1301,,
100,şart,weak,epistemic,?,negative,below,şart değil,,Turkish,nucl1301,,
101,şart,strong,deontic,?,negative,below,şart değil,,Turkish,nucl1301,,
102,şart,weak necessity,deontic,?,negative,below,şart değil,,Turkish,nucl1301,,
103,şart,weak,deontic,?,negative,below,şart değil,,Turkish,nucl1301,,
104,şart,strong,teleological,?,negative,below,şart değil,,Turkish,nucl1301,,
105,şart,weak necessity,teleological,?,negative,below,şart değil,,Turkish,nucl1301,,
106,şart,weak,teleological,?,negative,below,şart değil,,Turkish,nucl1301,,
107,şart,strong,circumstantial,?,negative,below,şart değil,,Turkish,nucl1301,,
108,şart,weak,circumstantial,?,negative,below,şart değil,,Turkish,nucl1301,,
109,şart,strong,bouletic,?,negative,below,şart değil,,Turkish,nucl1301,,
110,lazım,strong,epistemic,1,negative,below,clause + lazım değil,sentence-final periphrastic,Turkish,nucl1301,,
111,lazım,weak necessity,epistemic,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
112,lazım,weak,epistemic,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
113,lazım,strong,deontic,1,negative,below,clause + lazım değil,,Turkish,nucl1301,,
114,lazım,weak necessity,deontic,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
115,lazım,weak,deontic,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
116,lazım,strong,teleological,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
117,lazım,weak necessity,teleological,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
118,lazım,weak,teleological,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
119,lazım,strong,circumstantial,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
120,lazım,weak,circumstantial,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
121,lazım,strong,bouletic,?,negative,below,clause + lazım değil,,Turkish,nucl1301,,
122,gerek,strong,epistemic,1,negative,below,clause + gerek değil,sentence-final periphrastic,Turkish,nucl1301,,
123,gerek,weak necessity,epistemic,?,negative,below,gerek + NEG,,Turkish,nucl1301,,
124,gerek,weak,epistemic,?,negative,below,gerek + NEG,,Turkish,nucl1301,,
125,gerek,strong,deontic,1,negative,above,[CLAUSE] gerek yok,yok is negative existential rather than negator. Sometimes interchangeable with var. ,Turkish,nucl1301,,
126,gerek,weak necessity,deontic,?,negative,below,gerek + NEG,,Turkish,nucl1301,,
